"odd1","odd2","odd3","odd4","odd5","odd6","odd7","odd8"
1.45539803863532,1.19681346816217,-0.521811593011674,-1.96517038291986,-4.23531189341554,1.09591676143426,1.14342831768668,-0.439383343458654
6.51749179291758,2.79625818003431,0.567804600377204,4.61170307309899,5.08502836738377,1.41945017109942,1.39255357990452,5.20858140249497
2.04726557865216,-2.11489745852944,-1.35879879507645,0.666421077105402,3.19036531762747,2.00401467071112,0.513418823706493,0.211461306761322
8.25122575416729,4.98189398063545,10.2991034981356,7.5773213023802,0.259517358821536,1.89535103135839,-2.58005942890549,-2.0036513833812
3.55321287451986,4.7921231098243,2.44286008329629,1.42194722811281,0.500765878754418,1.26653187425673,0.418185144966722,1.1586593311427
2.72887642695708,-0.343649304662126,0.0728376584089986,-1.87421317830912,-3.02288688021186,0.560738633890458,-0.73741221200733,-0.324985373629422
2.69652825801465,2.25613936421339,1.34901779073764,1.72540020172683,-0.234675259861489,1.68156775914219,0.831994849269866,0.797408968793267
0.96296869352757,-0.165604790165808,0.565265965682246,1.5468201229452,2.55342032720045,1.13954746633002,-0.402126226962896,2.44949054741074
3.38747848463016,2.53299266163145,3.14609656358823,1.15209178977045,1.17063230999422,1.6823101639725,2.1417287894453,2.78108886951102
-2.4496786322233,-0.995083053360391,-1.26563182195643,-1.68796067717908,-3.24319008080586,-1.73468096015086,-0.610492001380251,-0.426451794872568
3.50049151052636,2.33003204703018,5.65828505405465,1.90831314161627,-0.707933793636055,5.06912269313411,-1.14447607468767,2.44583517688904
16.3185285946704,7.31141661252655,-11.726910789087,-18.0372941467211,5.44956196858946,12.9761518550717,-0.972325074634598,-7.22359367098564
1.39586438118447,1.69782765583085,0.141656077170209,-1.17034312554597,-3.07853725291201,-1.70976685470244,-0.894437577426826,0.102108810233963
3.7604144291787,-1.0620482808089,0.996777980491884,6.82393390516247,2.81059034714443,2.63685398557258,0.53401208831229,5.05117469995064
2.08025972729312,-1.94132663652793,1.33479338248683,-0.856247578850547,-2.12373753526927,-2.00084879518139,0.0764673704711246,2.73737811419436
1.21989963688342,1.41695405330106,2.02986266101937,-1.01467784666983,-0.575286227320273,0.765196489194883,1.02855900489109,1.27830629899919
5.68663522222658,-2.39107144659921,0.872582547221185,-2.15128412767177,-0.509269769792266,-0.561589752526719,-3.34661821474595,-0.906951867957068
5.15880636528247,-0.34498084540435,6.58854656221921,-1.85722434087454,0.409007295184999,1.03166461744906,4.3973687877961,-2.34410955433136
0.879973345526199,0.12158542283993,-0.275995926281637,0.0612857542929098,0.0422903960747346,-2.49378606785511,-0.6950817269623,-1.58104435657568
0.725201507401604,-0.410985228433037,1.07190829431911,0.565060045461575,-0.514114387264945,0.360932232537752,-0.240067453493351,0.50940085690643
2.11058078105283,0.658421795425918,2.14245798109179,0.606506063029887,-2.03636412846758,2.04334344874622,0.7740450509124,-0.499534868139228
-2.50755440634859,2.68183379470828,3.69729971982547,0.624204519161797,-1.47878539790917,2.13479545703262,1.4749336639478,-2.65401031473646
-1.80724362680344,-1.262333262675,1.19753614054701,-0.0628458047401014,-0.0941206159375502,0.833547134492519,-1.22378034720035,-1.83247649823771
4.90748980125148,1.86079736320384,2.93807793729778,-0.329961857465159,-1.18251778213885,2.15326908951193,2.09813337122235,-0.617470797274212
2.58593929447369,2.54020659052538,0.609588112667143,1.52357143454777,-1.10730727305662,-0.0662315769405626,0.474482663607744,1.20799983733245
0.571144431102574,1.83829036104676,0.9086176666303,0.985414888737447,-0.830823421944871,-0.845841401898161,1.41400665239308,1.34785638094401
0.911645173927596,-0.700017571623293,1.61419552582047,0.574945534127966,4.19371724637727,-0.0476933204794375,0.974752905030546,0.552111167890072
-1.65900435429984,1.68102266468459,-1.98975582785216,-1.45136181726933,1.13310565821296,-3.07780907269789,-0.857926337061401,-0.858039853789548
0.741355505402177,1.95683694957114,2.70820332146044,1.1253040427876,-2.03628610089393,0.466664740260671,1.02978769036104,0.925284607362639
-2.38069319881007,4.19497307991095,-4.78647067091117,2.92778563943161,2.93314976593805,3.140273064677,0.957305557392486,4.06764848536166
1.91491481725437,1.62384608759514,4.14723121226991,3.09960271779592,0.988637115567009,0.586428041164023,-0.895828856927189,2.01416915508214
-0.0487892433938726,-0.914453686101855,0.17436471356837,-0.675802012545739,2.35116680156131,-1.41714968703449,-1.74191286187307,-1.20865340741921
3.40305170776624,1.73054044608109,2.41157051837868,1.99171878381844,-1.52380290108218,-2.26089428881396,0.100651096168277,1.15386015959444
-0.0449771161116788,-1.40910885104086,-1.37411344458351,-0.202107041399294,1.23264407168251,-0.364393952099377,-2.46685509733487,-1.53954179102285
-1.03596511862234,-2.06754357745502,-3.65441751198183,3.7273767385146,2.49912397138874,0.630673453669196,-1.81041638832573,-1.91786298626403
0.591094429546774,-3.31582543851884,1.39866866265296,-0.480847399608365,2.01824489204203,-0.0527969213602599,0.261908084535106,1.16389004492133
0.904812394008197,-2.05416562502992,-2.71938829885796,-0.659577594688584,1.83222209944115,0.165857460224632,-0.0468463389458343,-0.838775109752791
1.25450843489139,2.31963939351622,0.764325371049683,0.423747302008692,1.41680026865378,0.878741128548074,1.25903328544882,1.30038127008494
7.44767732682141,9.2262411414286,8.41193285188347,4.31425793568605,1.70497370365082,1.94383779683373,2.3566641768207,2.13117852228093
1.52947290120285,1.78803197371603,0.814667861039462,-0.860512279410936,-0.791989358630481,-2.97283984489027,-1.07599382783978,0.745136880932787
0.925081575684342,-0.48792685060881,0.0192530186433906,2.18928039214777,2.1152048081889,0.431048889783845,-3.17698060637232,0.100141884125493
4.33809936737444,6.14336013910311,1.40806541027412,3.38818763625182,-0.965934065131404,-3.21987251277873,-3.68895770730672,4.12329030231341
0.451903920974278,-0.805629551470044,-0.000686725566320767,-0.65799923124672,-1.64558975384441,-1.04686699732692,-1.23324273496112,-0.316856091105423
1.40726149291586,0.230892020623946,1.03240859698814,0.381352092446399,0.540641722687004,0.115835571846695,-0.202339886929471,0.0532059618226114
1.67438900979388,-0.163262250760993,0.454322030372168,-0.355260547745449,-1.59710422384991,-3.78730546973179,2.23958979001816,-0.995736951274056
1.62293644712798,-0.864549224913614,0.180054699641781,0.441621291616721,1.22434552282352,0.78911035784487,1.79385666995735,0.314458679757422
1.70144755321794,-2.16683379013834,2.41524105877044,0.0955001297208371,0.978931371492914,1.30642002114168,0.492092304867845,0.953501038417008
4.92000049565275,0.294416140992365,-0.576664942530594,-0.908282426685517,4.87710887374199,1.18367305244282,-0.21282301201835,2.05391841079548
-1.17899269281454,0.981107153332146,-2.1523583693708,-1.98188796317153,2.53851948171741,-0.46250245289499,0.828827865051758,0.395540838957656
0.843898705371397,-0.370638937838586,-0.188483839770945,4.1072676119985,7.59719201191654,-1.44358446439196,-0.841583730037003,-2.67485607057136
-1.29915736570654,0.681804528023314,1.62367525753968,-0.565373623452319,-0.253959560159529,-0.310148890572884,-0.0733216302831792,-2.34849227689228
0.612990335149667,0.607603321972232,0.66796755055661,0.642392265346575,0.312491226796077,0.747479193333307,0.131757321140155,0.130283874575759
1.86630369945664,-0.219429652378229,-0.815307968974682,-0.0657054130007217,1.47271978198549,-1.88239874553265,-0.0336151259671733,-0.0442320405555878
1.21886540485293,-0.0692096004450372,-1.30060192589128,-0.0713659322450092,-0.291213412845789,-0.72687000890875,0.566746044733886,-0.986536643769093
2.0866975801329,-0.048181192629121,2.14991299726473,1.02039141758588,0.342870870641186,0.719672447493436,-0.477690643743935,-0.0570937239834421
-0.878154769393461,-0.092309087694724,-2.5847049232161,3.02920765076516,1.98159304933268,-0.27141672210559,-1.49767562613108,-1.68163142055515
3.68170914241405,0.379930602857906,0.379046510095627,2.34449040135631,0.137582930759769,0.438687065741995,0.232107657128545,0.0423897655167755
1.54831068942034,-0.68442460443999,1.17246113170101,1.60167814518769,4.99064953532249,2.20557264855011,1.76487107973661,3.48451993646853
-0.0811107144583245,3.14118424443927,1.54076890495523,-4.30185574260641,-1.91216348559551,-1.14292344298027,-0.73295564462042,-4.01303071468794
