"ID","glad","cheerful","happy","satisfied","content","comfortable"
1,0.135210920946977,0.541329683693284,-0.104144472157077,-0.577744604085891,0.864538297526395,0.0293501980584757
2,-0.291160431706874,0.24340810071643,0.667153529405846,2.07637303069257,-0.738283231976093,1.05439182645627
3,0.719759127558638,0.221827736639855,0.47223371292303,2.1685983748838,-0.272757423827795,0.0905308996896486
4,0.444320300036961,0.929541444078074,0.857408309403412,-1.05753629051476,-1.3841364400036,-0.0794009079778113
5,2.84476524116194,3.17101231310025,3.51450397631021,1.57252741220645,2.34067536727463,1.59866762859371
6,-0.0331752551357449,-0.843401063642364,-0.148592414738697,-0.546934254789815,-1.57509526929156,-0.696298284029576
7,0.833818229756726,-0.289962280089437,0.240792142345393,0.733919994414372,-1.21567522407467,0.0888033198006315
8,0.838216597366586,0.7726074320021,0.697475344769453,0.179824152874187,1.56171444956375,0.575147852057879
9,-0.0242735437802235,0.193645610393222,0.818942922783159,-0.662361495661353,-1.40444438163497,-1.97437200978211
10,0.0459561088103307,-1.23395650695892,-1.05782426618331,-0.438960343791828,1.06404935716669,-1.16725472901326
11,-0.901783254017194,-0.724073371423677,-0.51157039304112,-0.602900390434852,-1.85916404223087,-1.30418807364317
12,-1.10024403123355,-0.761359979694382,-1.44587461805514,0.225616288856928,-1.34713990571897,-0.71869019467148
13,1.39287388958388,-0.372936331381615,0.118154054255163,-0.413923066255304,-1.67516906096162,-1.65593866107661
14,0.32245877847889,-0.0460752152911675,-1.62009931914439,0.578298800040249,0.149990220251406,0.331980608907467
15,-2.08372201117566,-0.972020576785691,-0.809956039639756,-0.248169971503977,-1.75512050478931,-0.591517017912547
16,-0.169725199216362,0.91770548234908,-0.210243672880335,-0.0511061959546045,-1.25337117939558,-0.387626529011493
17,-1.01287110654321,-0.617594337271765,-0.881878545344068,-0.69698335869224,-1.29994115833802,-1.22391336695592
18,1.68428166249457,2.72025407260562,2.88243882880376,1.24926893475334,1.65422409260584,0.930061158952414
19,-0.273214293652953,0.1929530484037,0.45653854652101,-0.605717407288705,0.88244090876887,-1.10153328229017
20,-0.387815668202179,-0.706348452298186,-1.63794086933916,-0.177860560690186,-0.702811628453965,-0.800884014275383
21,0.344849038735639,0.707732731493163,1.34836078631371,0.946843957550299,1.0917738070918,2.41653126601157
22,-0.250181622122581,0.990080202988557,0.510329035110325,0.690638851971351,0.307242120756726,1.491417185918
23,0.204455404707358,-0.366529904716657,-0.782003441953929,-0.412408666921307,0.542795584951525,-0.512849614977436
24,0.229531854991227,-0.303963857693457,-0.256951859460796,-0.48159545398127,0.863095417776044,0.0112551390260976
25,-0.520813562263719,1.02627235811768,0.222677189352875,0.576993222931747,-0.116085619405766,-0.0846126941413267
26,1.39677038947829,1.79282034610802,0.789724816842408,-1.40788216260015,-0.921852753780205,-0.466373020655687
27,2.85434970854343,2.13878935506662,1.78773210899867,2.0586591555843,1.08345473845723,2.20847935134715
28,1.59014426720779,1.85216132750002,0.840282973218594,-0.202808419128543,1.29603495538785,0.471909062131884
29,0.142311017324262,-0.316725583009297,-0.850156599267313,0.23243035845829,1.75068746708904,0.889135015568471
30,1.30373871013838,1.32996633583357,0.596356832719132,0.203456693243819,-0.956236794462787,1.16371005526361
31,1.48035172935631,0.887542258563366,1.20979819372768,1.0522925249577,1.65677951691822,0.777661168500694
32,-2.52053097441321,-0.148874388569529,-0.195634106400842,0.682451444067774,-0.547676722842691,0.47237499236774
33,1.87260490977816,1.71479289188058,1.94322587109447,-0.0616639598126311,0.0218290675831506,1.52227902305923
34,0.758911537439855,-0.0576726701001021,-0.57131200949388,1.10604332245485,-0.544685863570754,0.499475379815237
35,-0.703646000848392,-0.545697060061354,-0.237091560236325,1.43667729279658,0.215554892047609,-1.53269967550724
36,-1.27921707062661e-05,-0.37247721117964,-0.26925733140331,0.182248184235242,0.389899456599318,-0.573786387123706
37,-0.801088858736629,0.30007782625743,-0.342451360352128,-0.62488735157954,-2.1732012920913,-1.02688938921118
38,-0.816540226128694,0.163811169984274,-1.0295566490143,-0.316388944377851,-0.795573922245279,-0.454961285185934
39,0.457997808042306,0.671200859901164,1.37291732768095,0.35715596723838,0.696542802341707,1.10818857152758
40,-1.82885485712736,-0.936764721295069,-0.504703474348061,-0.564251070282523,-0.0255018888404702,0.638520189743704
41,0.819137573994887,-0.401377422843556,-0.0529883762545442,-1.97008345319696,-1.76155514766007,-0.983301664773099
42,1.07341409921331,-0.782630874271714,1.10015082580915,-0.150049588187327,0.168031185080498,-0.678099930571981
43,-0.615283819741073,-1.9362492427074,-0.973632676730497,-0.0277349344037928,0.704234348985392,0.834297436191214
